Product_ID,Product_Name,Actual_Market_Price,Listed_Price,Rating,Reviews_Count,Seller_Score
P0466,OnePlus 13,70000,70505,4.3,4747,90
P0467,iPhone 15 Pro,120000,116932,4.3,6726,89
P0468,Xiaomi 15,60000,60272,4.5,1538,95
P0469,iPhone 15 Pro,120000,33249,4.9,6,42
P0470,Vivo X300 Pro,65000,63905,4.2,6246,87
P0471,Realme GT 8 Pro,55000,24676,5.0,3,29
P0472,OnePlus 13,70000,68113,4.5,8391,89
P0473,Oppo Find X9 Pro,75000,33780,5.0,31,26
P0474,Samsung S25 Ultra,110000,108887,4.2,6157,97
P0475,Google Pixel 10,85000,83817,4.3,5826,99
P0476,Vivo X300 Pro,65000,62900,4.5,3739,99
P0477,Realme GT 8 Pro,55000,53556,4.2,4964,97
P0478,Realme GT 8 Pro,55000,53180,4.1,4934,98
P0479,Vivo X300 Pro,65000,64849,4.3,5263,90
P0480,Vivo X300 Pro,65000,63358,4.7,3102,85
P0481,iPhone 15 Pro,120000,50928,4.6,25,35
P0482,Nothing Phone 3,50000,49491,4.3,7637,93
P0483,Realme GT 8 Pro,55000,55272,4.3,2723,97
P0484,Motorola Edge 60 Ultra,58000,58017,4.4,8054,98
P0485,iPhone 15 Pro,120000,49926,4.8,19,22
P0486,iPhone 15 Pro,120000,119736,4.5,7567,90
P0487,Oppo Find X9 Pro,75000,75449,4.5,6492,91
P0488,Vivo X300 Pro,65000,64966,4.5,2191,85
P0489,Nothing Phone 3,50000,50028,4.1,7130,90
P0490,iPhone 15 Pro,120000,118551,4.2,7877,99
P0491,Vivo X300 Pro,65000,62912,4.6,7793,99
P0492,Xiaomi 15,60000,57663,4.3,4051,92
P0493,Motorola Edge 60 Ultra,58000,55692,4.6,7386,93
P0494,Google Pixel 10,85000,82478,4.1,3298,90
P0495,Samsung S25 Ultra,110000,107437,4.3,4759,86
P0496,Samsung S25 Ultra,110000,106511,4.4,3103,92
P0497,OnePlus 13,70000,69273,4.2,6464,86
P0498,Vivo X300 Pro,65000,34505,4.8,14,45
P0499,Samsung S25 Ultra,110000,107721,4.8,1804,86
P0500,Google Pixel 10,85000,83991,4.6,3290,88
P0501,Xiaomi 15,60000,59831,4.7,8844,89
P0502,iPhone 15 Pro,120000,116521,4.7,5708,93
P0503,Nothing Phone 3,50000,48922,4.5,3801,91
P0504,iPhone 15 Pro,120000,117743,4.6,2039,95
P0505,iPhone 15 Pro,120000,117254,4.7,8254,91
P0506,iPhone 15 Pro,120000,48466,4.7,5,25
P0507,Vivo X300 Pro,65000,64937,4.1,1668,85
P0508,Oppo Find X9 Pro,75000,73096,4.1,5255,85
P0509,Oppo Find X9 Pro,75000,74678,4.8,7958,91
P0510,iPhone 15 Pro,120000,116798,4.6,8364,91
P0511,Xiaomi 15,60000,59686,4.3,7414,88
P0512,Nothing Phone 3,50000,48596,4.4,7237,90
P0513,Google Pixel 10,85000,21779,4.7,14,38
P0514,Motorola Edge 60 Ultra,58000,17705,4.7,26,25
P0515,Realme GT 8 Pro,55000,53031,4.4,7330,96
P0516,OnePlus 13,70000,67286,4.7,4591,85
P0517,OnePlus 13,70000,68844,4.6,4238,92
P0518,Realme GT 8 Pro,55000,53712,4.5,7240,99
P0519,Vivo X300 Pro,65000,64295,4.6,8557,94
P0520,Motorola Edge 60 Ultra,58000,56328,4.4,6989,85
P0521,Xiaomi 15,60000,58014,4.5,7203,89
P0522,Motorola Edge 60 Ultra,58000,55791,4.8,7076,88
P0523,Samsung S25 Ultra,110000,110839,4.2,7749,90
P0524,Nothing Phone 3,50000,49990,4.3,7942,86
P0525,Oppo Find X9 Pro,75000,75367,4.3,7824,94
P0526,Samsung S25 Ultra,110000,109607,4.2,2955,85
P0527,OnePlus 13,70000,69931,4.6,4839,94
P0528,Vivo X300 Pro,65000,65134,4.4,2235,88
P0529,Motorola Edge 60 Ultra,58000,57935,4.3,5538,85
P0530,Nothing Phone 3,50000,48699,4.3,5310,99
P0531,Nothing Phone 3,50000,50368,4.1,8721,89
P0532,Oppo Find X9 Pro,75000,73097,4.3,5275,85
P0533,iPhone 15 Pro,120000,115750,4.2,3692,99
P0534,Google Pixel 10,85000,84545,4.4,3922,87
P0535,Realme GT 8 Pro,55000,23824,4.8,9,45
P0536,iPhone 15 Pro,120000,118588,4.3,5310,99
P0537,Xiaomi 15,60000,58003,4.2,7017,89
P0538,Google Pixel 10,85000,82124,4.4,3711,90
P0539,Google Pixel 10,85000,81950,4.4,4091,86
P0540,OnePlus 13,70000,69671,4.2,4528,89
P0541,Google Pixel 10,85000,82263,4.5,2614,87
P0542,Vivo X300 Pro,65000,32128,4.8,28,22
P0543,Motorola Edge 60 Ultra,58000,57417,4.6,1980,96
P0544,Motorola Edge 60 Ultra,58000,55864,4.5,3089,97
P0545,Xiaomi 15,60000,58651,4.6,8875,97
P0546,Realme GT 8 Pro,55000,54736,4.3,2815,99
P0547,Oppo Find X9 Pro,75000,74699,4.4,2775,99
P0548,Nothing Phone 3,50000,49511,4.2,3997,91
P0549,Samsung S25 Ultra,110000,106445,4.6,3811,90
P0550,Samsung S25 Ultra,110000,105957,4.3,6797,99
P0551,OnePlus 13,70000,69613,4.3,5755,96
P0552,Samsung S25 Ultra,110000,107451,4.2,8940,86
P0553,Samsung S25 Ultra,110000,108701,4.6,6818,88
P0554,Vivo X300 Pro,65000,62555,4.4,6378,98
P0555,Google Pixel 10,85000,82585,4.4,2306,91
P0556,Samsung S25 Ultra,110000,107969,4.8,5270,89
P0557,Xiaomi 15,60000,58398,4.4,4396,85
P0558,Realme GT 8 Pro,55000,17588,4.7,1,45
P0559,Motorola Edge 60 Ultra,58000,56384,4.7,3895,94
P0560,Motorola Edge 60 Ultra,58000,58207,4.5,1810,94
P0561,Motorola Edge 60 Ultra,58000,58551,4.7,4974,85
P0562,Realme GT 8 Pro,55000,53962,4.2,6328,92
P0563,Samsung S25 Ultra,110000,109318,4.8,4209,85
P0564,OnePlus 13,70000,67979,4.8,1608,85
P0565,Nothing Phone 3,50000,49883,4.5,7204,89
P0566,OnePlus 13,70000,70189,4.3,3229,91
P0567,Motorola Edge 60 Ultra,58000,58459,4.6,3080,87
P0568,Realme GT 8 Pro,55000,54392,4.6,2081,94
P0569,Vivo X300 Pro,65000,64771,4.3,3430,98
P0570,Google Pixel 10,85000,84685,4.6,2968,92
P0571,iPhone 15 Pro,120000,118170,4.8,6548,93
P0572,Oppo Find X9 Pro,75000,74908,4.6,7664,91
P0573,iPhone 15 Pro,120000,58096,4.5,15,20
P0574,Xiaomi 15,60000,59289,4.1,2201,88
P0575,Nothing Phone 3,50000,48305,4.5,5428,95
P0576,Motorola Edge 60 Ultra,58000,56520,4.7,5223,93
P0577,Vivo X300 Pro,65000,64671,4.6,3466,99
P0578,Nothing Phone 3,50000,50304,4.6,6195,93
P0579,iPhone 15 Pro,120000,120451,4.6,2983,92
P0580,OnePlus 13,70000,67885,4.5,4365,85
P0581,Motorola Edge 60 Ultra,58000,55694,4.2,1699,97
P0582,Oppo Find X9 Pro,75000,72856,4.5,5163,90
P0583,Samsung S25 Ultra,110000,109036,4.1,6860,92
P0584,Realme GT 8 Pro,55000,53069,4.2,2354,90
P0585,Realme GT 8 Pro,55000,55209,4.2,7216,93
P0586,OnePlus 13,70000,68399,4.2,2298,88
P0587,Realme GT 8 Pro,55000,55009,4.4,8697,94
P0588,Samsung S25 Ultra,110000,40029,5.0,0,25
P0589,Oppo Find X9 Pro,75000,74169,4.8,7324,91
P0590,OnePlus 13,70000,69918,4.1,7383,92
P0591,Oppo Find X9 Pro,75000,72713,4.2,4403,90
P0592,iPhone 15 Pro,120000,117964,4.3,6522,97
P0593,Realme GT 8 Pro,55000,54828,4.2,7300,96
P0594,Oppo Find X9 Pro,75000,72048,4.2,3781,90
P0595,Oppo Find X9 Pro,75000,75551,4.2,8850,87
P0596,Nothing Phone 3,50000,48690,4.4,2904,89
P0597,OnePlus 13,70000,68190,4.5,3267,91
P0598,Xiaomi 15,60000,58488,4.3,3581,92
P0599,Realme GT 8 Pro,55000,53048,4.5,7949,97
P0600,Google Pixel 10,85000,85746,4.3,8019,98
P0601,Xiaomi 15,60000,59310,4.2,5293,96
P0602,Vivo X300 Pro,65000,65018,4.5,7528,85
P0603,Vivo X300 Pro,65000,65355,4.5,2171,97
P0604,Realme GT 8 Pro,55000,54004,4.6,5188,87
P0605,iPhone 15 Pro,120000,116161,4.2,6366,89
P0606,Google Pixel 10,85000,82817,4.6,7082,90
P0607,Motorola Edge 60 Ultra,58000,57566,4.5,6407,95
P0608,Oppo Find X9 Pro,75000,72179,4.7,8391,90
P0609,Google Pixel 10,85000,85237,4.5,5258,85
P0610,Samsung S25 Ultra,110000,107620,4.4,5046,93
P0611,Motorola Edge 60 Ultra,58000,57434,4.6,7397,92
P0612,Motorola Edge 60 Ultra,58000,56972,4.6,7103,92
P0613,Vivo X300 Pro,65000,26676,4.7,38,45
P0614,Motorola Edge 60 Ultra,58000,57841,4.2,8151,86
P0615,Realme GT 8 Pro,55000,54013,4.3,8932,96
P0616,Motorola Edge 60 Ultra,58000,57350,4.6,8972,92
P0617,Realme GT 8 Pro,55000,54812,4.2,5095,91
P0618,Samsung S25 Ultra,110000,109193,4.1,7102,85
P0619,OnePlus 13,70000,69466,4.4,4934,97
P0620,Vivo X300 Pro,65000,33027,5.0,8,23
P0621,Google Pixel 10,85000,84790,4.4,5164,96
P0622,Oppo Find X9 Pro,75000,74214,4.7,2298,85
P0623,Xiaomi 15,60000,59785,4.3,3282,90
P0624,Oppo Find X9 Pro,75000,73043,4.5,6856,92
P0625,iPhone 15 Pro,120000,118268,4.6,5159,86
P0626,iPhone 15 Pro,120000,119359,4.7,4600,91
P0627,iPhone 15 Pro,120000,117869,4.7,4632,99
P0628,Motorola Edge 60 Ultra,58000,58011,4.3,4909,98
P0629,Motorola Edge 60 Ultra,58000,56579,4.6,6827,99
P0630,Xiaomi 15,60000,59865,4.1,8261,89
P0631,Samsung S25 Ultra,110000,106670,4.1,3746,94
P0632,Google Pixel 10,85000,82473,4.2,4644,91
P0633,OnePlus 13,70000,22481,4.6,36,28
P0634,Motorola Edge 60 Ultra,58000,56016,4.6,6407,99
P0635,Vivo X300 Pro,65000,64071,4.5,2010,87
P0636,Samsung S25 Ultra,110000,107568,4.6,6321,94
P0637,Motorola Edge 60 Ultra,58000,56854,4.8,6158,88
P0638,Google Pixel 10,85000,82312,4.7,8664,87
P0639,iPhone 15 Pro,120000,118089,4.7,2258,86
P0640,Samsung S25 Ultra,110000,106692,4.6,2795,93
P0641,Google Pixel 10,85000,84778,4.5,8537,94
P0642,Vivo X300 Pro,65000,63273,4.2,3313,92
P0643,Google Pixel 10,85000,84611,4.5,5145,92
P0644,Samsung S25 Ultra,110000,107284,4.2,1864,91
P0645,Realme GT 8 Pro,55000,53769,4.7,4612,98
P0646,OnePlus 13,70000,68840,4.7,4974,96
P0647,OnePlus 13,70000,68061,4.4,1585,86
P0648,Nothing Phone 3,50000,12928,4.9,23,25
P0649,OnePlus 13,70000,68925,4.6,3171,93
P0650,Realme GT 8 Pro,55000,55234,4.2,5392,89
P0651,Samsung S25 Ultra,110000,44841,4.9,16,38
P0652,OnePlus 13,70000,67264,4.3,4023,86
P0653,Realme GT 8 Pro,55000,25809,4.7,37,37
P0654,Nothing Phone 3,50000,48326,4.6,8203,93
P0655,Oppo Find X9 Pro,75000,75057,4.7,5881,95
P0656,iPhone 15 Pro,120000,116950,4.2,6175,88
P0657,Google Pixel 10,85000,82579,4.2,4017,91
P0658,Motorola Edge 60 Ultra,58000,57429,4.1,6706,97
P0659,Xiaomi 15,60000,60259,4.8,2393,88
P0660,Vivo X300 Pro,65000,63158,4.4,6055,92
P0661,Oppo Find X9 Pro,75000,74079,4.7,4703,92
P0662,Nothing Phone 3,50000,49730,4.7,5807,90
P0663,Nothing Phone 3,50000,48868,4.4,1663,87
P0664,OnePlus 13,70000,68142,4.5,4538,95
P0665,Xiaomi 15,60000,59347,4.7,2307,90
P0666,Samsung S25 Ultra,110000,110195,4.3,4024,97
P0667,Vivo X300 Pro,65000,25743,4.8,13,24
P0668,Xiaomi 15,60000,58398,4.6,4279,90
P0669,Oppo Find X9 Pro,75000,73416,4.3,2558,94
P0670,Samsung S25 Ultra,110000,41447,4.9,36,23
P0671,OnePlus 13,70000,20939,4.6,3,22
P0672,iPhone 15 Pro,120000,118224,4.2,6738,97
P0673,Google Pixel 10,85000,82123,4.7,7605,86
P0674,iPhone 15 Pro,120000,117953,4.6,8850,94
P0675,Samsung S25 Ultra,110000,108318,4.3,6036,98
P0676,Oppo Find X9 Pro,75000,72695,4.7,3863,95
P0677,Oppo Find X9 Pro,75000,74566,4.7,6977,86
P0678,iPhone 15 Pro,120000,117270,4.5,4043,92
P0679,iPhone 15 Pro,120000,120757,4.7,3559,86
P0680,Realme GT 8 Pro,55000,55056,4.6,4677,88
P0681,Realme GT 8 Pro,55000,53318,4.5,5804,96
P0682,Xiaomi 15,60000,58331,4.8,6493,91
P0683,iPhone 15 Pro,120000,119658,4.4,4577,96
P0684,Xiaomi 15,60000,60020,4.4,8572,99
P0685,Oppo Find X9 Pro,75000,74162,4.7,3842,87
P0686,iPhone 15 Pro,120000,120798,4.8,7179,86
P0687,OnePlus 13,70000,68946,4.7,8436,89
P0688,Vivo X300 Pro,65000,62640,4.2,5327,97
P0689,Motorola Edge 60 Ultra,58000,57594,4.3,5296,91
P0690,iPhone 15 Pro,120000,118049,4.7,8212,95
P0691,Motorola Edge 60 Ultra,58000,58215,4.7,8600,87
P0692,OnePlus 13,70000,67971,4.1,6389,85
P0693,Oppo Find X9 Pro,75000,72226,4.2,8803,98
P0694,Motorola Edge 60 Ultra,58000,58439,4.1,7613,87
P0695,OnePlus 13,70000,68517,4.3,8041,89
P0696,Vivo X300 Pro,65000,65301,4.3,8817,87
P0697,Samsung S25 Ultra,110000,107043,4.5,4974,91
P0698,Nothing Phone 3,50000,49193,4.7,2692,93
P0699,iPhone 15 Pro,120000,54258,4.6,26,26
P0700,Realme GT 8 Pro,55000,54564,4.3,5019,96
P0701,Google Pixel 10,85000,82939,4.1,5646,95
P0702,Vivo X300 Pro,65000,62684,4.3,7659,92
P0703,iPhone 15 Pro,120000,116891,4.5,8650,90
P0704,Nothing Phone 3,50000,50252,4.4,3028,88
P0705,Vivo X300 Pro,65000,63365,4.4,4399,85
P0706,Motorola Edge 60 Ultra,58000,56916,4.2,6394,93
P0707,Google Pixel 10,85000,83812,4.5,3989,97
P0708,Samsung S25 Ultra,110000,108443,4.7,2916,91
P0709,Samsung S25 Ultra,110000,107524,4.4,7650,93
P0710,Realme GT 8 Pro,55000,53119,4.7,2411,89
P0711,Samsung S25 Ultra,110000,108184,4.3,1994,85
P0712,Xiaomi 15,60000,58086,4.7,8346,86
P0713,OnePlus 13,70000,69300,4.7,5348,88
P0714,Oppo Find X9 Pro,75000,74756,4.6,1526,99
P0715,Google Pixel 10,85000,82292,4.6,2905,99
P0716,Samsung S25 Ultra,110000,109584,4.3,5902,97
P0717,iPhone 15 Pro,120000,45199,4.6,39,20
P0718,OnePlus 13,70000,68258,4.7,6893,87
P0719,Samsung S25 Ultra,110000,108786,4.3,3440,99
P0720,Motorola Edge 60 Ultra,58000,56565,4.3,6034,86
P0721,iPhone 15 Pro,120000,118046,4.5,4551,87
P0722,OnePlus 13,70000,70079,4.3,3062,95
P0723,Nothing Phone 3,50000,48966,4.1,1603,92
P0724,Xiaomi 15,60000,59605,4.2,4700,94
P0725,OnePlus 13,70000,67511,4.5,8108,86
P0726,Samsung S25 Ultra,110000,107805,4.3,3634,94
P0727,iPhone 15 Pro,120000,116484,4.2,1974,94
P0728,Nothing Phone 3,50000,49853,4.6,2165,95
P0729,Motorola Edge 60 Ultra,58000,57212,4.3,8477,87
P0730,iPhone 15 Pro,120000,119055,4.5,8208,89
P0731,Xiaomi 15,60000,58568,4.7,2121,85
P0732,Nothing Phone 3,50000,48099,4.3,5586,98
P0733,Samsung S25 Ultra,110000,110541,4.2,4294,87
P0734,Samsung S25 Ultra,110000,37475,4.8,0,22
P0735,Xiaomi 15,60000,22057,4.7,11,23
P0736,Xiaomi 15,60000,59648,4.7,2799,89
P0737,Samsung S25 Ultra,110000,105770,4.3,5772,97
P0738,Google Pixel 10,85000,82172,4.5,8402,95
P0739,Vivo X300 Pro,65000,65072,4.3,5269,94
P0740,Motorola Edge 60 Ultra,58000,56271,4.6,4541,90
P0741,Google Pixel 10,85000,83441,4.6,6774,97
P0742,Google Pixel 10,85000,82750,4.4,2053,90
P0743,iPhone 15 Pro,120000,117334,4.5,1694,91
P0744,Xiaomi 15,60000,58491,4.1,4410,97
P0745,OnePlus 13,70000,69885,4.6,6687,98
P0746,Google Pixel 10,85000,82868,4.3,7859,97
P0747,Google Pixel 10,85000,83593,4.6,7970,95
P0748,Vivo X300 Pro,65000,63564,4.2,5113,90
P0749,Vivo X300 Pro,65000,62529,4.1,3836,99
P0750,Xiaomi 15,60000,60064,4.2,5911,89
P0751,Realme GT 8 Pro,55000,52830,4.3,8696,96
P0752,Oppo Find X9 Pro,75000,75505,4.1,5138,98
P0753,Nothing Phone 3,50000,49288,4.4,6243,91
P0754,OnePlus 13,70000,68671,4.2,6785,96
P0755,Google Pixel 10,85000,83587,4.5,5728,85
P0756,Oppo Find X9 Pro,75000,72875,4.6,3864,90
P0757,Nothing Phone 3,50000,49416,4.4,4599,92
P0758,Xiaomi 15,60000,60308,4.4,5502,96
P0759,Oppo Find X9 Pro,75000,73541,4.7,2464,94
P0760,iPhone 15 Pro,120000,33609,4.7,22,39
P0761,Oppo Find X9 Pro,75000,72919,4.4,6622,87
P0762,Oppo Find X9 Pro,75000,74920,4.5,2855,90
P0763,Realme GT 8 Pro,55000,53495,4.6,7986,89
P0764,OnePlus 13,70000,69065,4.7,7958,92
P0765,Vivo X300 Pro,65000,65589,4.3,3557,88
P0766,Nothing Phone 3,50000,48622,4.2,6438,96
P0767,Motorola Edge 60 Ultra,58000,57163,4.5,7060,94
P0768,OnePlus 13,70000,70672,4.7,7012,89
P0769,Motorola Edge 60 Ultra,58000,58284,4.6,3179,94
P0770,OnePlus 13,70000,67212,4.6,6828,93
P0771,iPhone 15 Pro,120000,115815,4.5,1808,87
P0772,Motorola Edge 60 Ultra,58000,17367,4.8,11,38
P0773,Xiaomi 15,60000,59182,4.5,7046,96
P0774,Samsung S25 Ultra,110000,109999,4.5,7736,91
P0775,OnePlus 13,70000,70380,4.6,5224,91
P0776,OnePlus 13,70000,69599,4.5,4534,97
P0777,Vivo X300 Pro,65000,63468,4.6,7507,86
P0778,Nothing Phone 3,50000,48171,4.4,8214,88
P0779,iPhone 15 Pro,120000,115966,4.2,2564,86
P0780,Motorola Edge 60 Ultra,58000,56003,4.1,5110,89
P0781,Vivo X300 Pro,65000,62885,4.7,2446,95
P0782,Nothing Phone 3,50000,48600,4.1,4015,99
P0783,OnePlus 13,70000,68317,4.4,7752,90
P0784,Google Pixel 10,85000,33270,4.9,28,23
P0785,Google Pixel 10,85000,83252,4.4,4876,89
P0786,iPhone 15 Pro,120000,117679,4.4,5346,90
P0787,Xiaomi 15,60000,58658,4.5,6737,96
P0788,OnePlus 13,70000,68208,4.2,5283,92
P0789,OnePlus 13,70000,70282,4.4,3863,98
P0790,Realme GT 8 Pro,55000,53312,4.3,5942,96
P0791,Nothing Phone 3,50000,48393,4.5,8607,99
P0792,OnePlus 13,70000,70407,4.7,8282,90
P0793,iPhone 15 Pro,120000,117428,4.6,2629,94
P0794,Realme GT 8 Pro,55000,53336,4.1,1886,93
P0795,Samsung S25 Ultra,110000,109411,4.4,4198,94
P0796,Motorola Edge 60 Ultra,58000,57677,4.3,7236,85
P0797,Oppo Find X9 Pro,75000,73518,4.2,6230,99
P0798,Realme GT 8 Pro,55000,52898,4.5,3243,96
P0799,Motorola Edge 60 Ultra,58000,58267,4.3,7503,99
P0800,Google Pixel 10,85000,83101,4.6,8419,93
P0801,Samsung S25 Ultra,110000,105695,4.4,7530,98
P0802,Oppo Find X9 Pro,75000,24305,4.9,6,45
P0803,Nothing Phone 3,50000,49207,4.4,7046,93
P0804,Samsung S25 Ultra,110000,105793,4.7,4830,96
P0805,Oppo Find X9 Pro,75000,73911,4.7,2770,96
P0806,Vivo X300 Pro,65000,65429,4.6,8340,94
P0807,Xiaomi 15,60000,57930,4.4,7172,93
P0808,Xiaomi 15,60000,58146,4.2,4823,85
P0809,Realme GT 8 Pro,55000,55221,4.7,6717,86
P0810,iPhone 15 Pro,120000,119722,4.7,8901,90
P0811,OnePlus 13,70000,68960,4.2,4361,87
P0812,Oppo Find X9 Pro,75000,75483,4.4,8395,90
P0813,Oppo Find X9 Pro,75000,74411,4.4,6812,98
P0814,Google Pixel 10,85000,82860,4.8,2296,96
P0815,Google Pixel 10,85000,84697,4.1,3403,95
P0816,Samsung S25 Ultra,110000,106484,4.2,7722,86
P0817,Nothing Phone 3,50000,49762,4.3,2579,95
P0818,Nothing Phone 3,50000,49308,4.7,2429,96
P0819,Nothing Phone 3,50000,24853,4.7,35,45
P0820,Samsung S25 Ultra,110000,107201,4.6,5352,99
P0821,Motorola Edge 60 Ultra,58000,57683,4.8,7178,86
P0822,Motorola Edge 60 Ultra,58000,55732,4.4,7771,93
P0823,Motorola Edge 60 Ultra,58000,56249,4.2,1975,87
P0824,OnePlus 13,70000,69167,4.3,6423,95
P0825,iPhone 15 Pro,120000,119549,4.5,3564,85
P0826,Xiaomi 15,60000,58018,4.2,4430,93
P0827,Oppo Find X9 Pro,75000,20618,4.6,14,33
P0828,Google Pixel 10,85000,84694,4.6,4023,92
P0829,Motorola Edge 60 Ultra,58000,55805,4.1,7550,94
P0830,iPhone 15 Pro,120000,119597,4.7,5422,90
P0831,Nothing Phone 3,50000,18035,4.8,10,39
P0832,Motorola Edge 60 Ultra,58000,57882,4.6,8772,94
P0833,Google Pixel 10,85000,84099,4.7,7639,99
P0834,Samsung S25 Ultra,110000,107580,4.4,1790,86
P0835,Motorola Edge 60 Ultra,58000,56901,4.4,3294,97
P0836,OnePlus 13,70000,69936,4.5,7767,92
P0837,Motorola Edge 60 Ultra,58000,58433,4.4,3233,92
P0838,Vivo X300 Pro,65000,63818,4.7,6238,87
P0839,Motorola Edge 60 Ultra,58000,58104,4.1,6107,87
P0840,Motorola Edge 60 Ultra,58000,57554,4.3,7659,97
P0841,Motorola Edge 60 Ultra,58000,58244,4.3,6905,91
P0842,Oppo Find X9 Pro,75000,24478,4.7,38,23
P0843,Google Pixel 10,85000,83212,4.6,4418,97
P0844,Google Pixel 10,85000,83479,4.3,4808,94
P0845,iPhone 15 Pro,120000,115920,4.4,2682,96
P0846,Samsung S25 Ultra,110000,107278,4.5,3949,95
P0847,Oppo Find X9 Pro,75000,72087,4.4,4180,97
P0848,Vivo X300 Pro,65000,64182,4.2,6185,91
P0849,Oppo Find X9 Pro,75000,74104,4.6,4090,96
P0850,Samsung S25 Ultra,110000,109327,4.4,5515,93
P0851,Oppo Find X9 Pro,75000,75341,4.7,7158,95
P0852,Vivo X300 Pro,65000,64801,4.3,6357,95
P0853,Nothing Phone 3,50000,48532,4.4,2480,91
P0854,Motorola Edge 60 Ultra,58000,56530,4.5,4139,92
P0855,Oppo Find X9 Pro,75000,72286,4.4,2071,88
P0856,Google Pixel 10,85000,31468,4.7,25,38
P0857,OnePlus 13,70000,69655,4.5,7612,88
P0858,Google Pixel 10,85000,82175,4.6,4540,87
P0859,Realme GT 8 Pro,55000,54843,4.2,7518,86
P0860,Nothing Phone 3,50000,48382,4.7,8961,90
P0861,Motorola Edge 60 Ultra,58000,58141,4.4,8483,95
P0862,Vivo X300 Pro,65000,64617,4.4,8802,86
P0863,iPhone 15 Pro,120000,118228,4.6,8112,92
P0864,Oppo Find X9 Pro,75000,74826,4.2,2781,97
P0865,Xiaomi 15,60000,26224,4.9,14,35
P0866,Realme GT 8 Pro,55000,55210,4.4,5503,98
P0867,iPhone 15 Pro,120000,115565,4.3,7854,89
P0868,Realme GT 8 Pro,55000,55219,4.5,4760,89
P0869,Xiaomi 15,60000,60365,4.7,5447,94
P0870,Xiaomi 15,60000,59674,4.7,5403,89
P0871,Motorola Edge 60 Ultra,58000,56108,4.3,2144,92
P0872,Realme GT 8 Pro,55000,55294,4.3,8550,88
P0873,Xiaomi 15,60000,58282,4.8,3466,97
P0874,Motorola Edge 60 Ultra,58000,58348,4.7,4526,99
P0875,Oppo Find X9 Pro,75000,74559,4.8,3800,93
P0876,Realme GT 8 Pro,55000,54039,4.1,8885,95
P0877,Google Pixel 10,85000,85819,4.7,3382,90
P0878,Nothing Phone 3,50000,48147,4.5,5715,94
P0879,Samsung S25 Ultra,110000,46767,5.0,6,21
P0880,iPhone 15 Pro,120000,120695,4.5,3140,86
P0881,Nothing Phone 3,50000,48903,4.5,2025,89
P0882,Nothing Phone 3,50000,49479,4.3,2926,96
P0883,Google Pixel 10,85000,84798,4.7,4454,85
P0884,Realme GT 8 Pro,55000,13779,4.8,27,23
P0885,Vivo X300 Pro,65000,62600,4.3,5517,87
P0886,iPhone 15 Pro,120000,117530,4.1,8412,95
P0887,Realme GT 8 Pro,55000,54772,4.7,4315,92
P0888,OnePlus 13,70000,68716,4.5,2336,96
P0889,Google Pixel 10,85000,82366,4.7,2548,85
P0890,iPhone 15 Pro,120000,117197,4.2,3001,89
P0891,iPhone 15 Pro,120000,115613,4.3,6078,89
P0892,Samsung S25 Ultra,110000,106693,4.3,1711,85
P0893,iPhone 15 Pro,120000,119763,4.8,7926,95
P0894,Samsung S25 Ultra,110000,110169,4.8,3974,85
P0895,iPhone 15 Pro,120000,115911,4.6,6153,93
P0896,Motorola Edge 60 Ultra,58000,55813,4.5,8902,93
P0897,OnePlus 13,70000,68752,4.3,3553,96
P0898,Xiaomi 15,60000,58173,4.6,5741,97
P0899,Nothing Phone 3,50000,48535,4.3,6792,98
P0900,Vivo X300 Pro,65000,64220,4.2,5639,96
P0901,Realme GT 8 Pro,55000,55102,4.5,5741,87
P0902,Motorola Edge 60 Ultra,58000,57313,4.4,6688,88
P0903,Motorola Edge 60 Ultra,58000,58188,4.4,3986,85
P0904,Oppo Find X9 Pro,75000,75647,4.4,6795,95
P0905,Motorola Edge 60 Ultra,58000,57583,4.7,4102,93
P0906,Google Pixel 10,85000,85420,4.1,2441,98
P0907,Motorola Edge 60 Ultra,58000,56507,4.6,2617,97
P0908,Xiaomi 15,60000,57696,4.7,4561,86
P0909,Google Pixel 10,85000,82952,4.6,3605,87
P0910,Nothing Phone 3,50000,48678,4.2,8046,90
P0911,Nothing Phone 3,50000,48487,4.7,7438,97
P0912,Motorola Edge 60 Ultra,58000,57717,4.4,3644,87
P0913,Nothing Phone 3,50000,48103,4.4,4308,96
P0914,Google Pixel 10,85000,33086,4.7,10,37
P0915,Nothing Phone 3,50000,49943,4.5,2946,88
P0916,Xiaomi 15,60000,58571,4.2,2632,93
P0917,Xiaomi 15,60000,59622,4.2,3858,86
P0918,Xiaomi 15,60000,31051,4.7,13,20
P0919,Samsung S25 Ultra,110000,109103,4.6,4450,94
P0920,Google Pixel 10,85000,84276,4.4,1713,95
P0921,Samsung S25 Ultra,110000,109853,4.2,3549,86
P0922,Motorola Edge 60 Ultra,58000,58436,4.4,4015,85
P0923,OnePlus 13,70000,31531,5.0,30,45
P0924,OnePlus 13,70000,68214,4.7,3633,96
P0925,Xiaomi 15,60000,57681,4.7,2334,90
P0926,Samsung S25 Ultra,110000,56288,4.6,8,37
P0927,Xiaomi 15,60000,59687,4.2,4519,99
P0928,Samsung S25 Ultra,110000,106800,4.7,2967,90
P0929,Vivo X300 Pro,65000,65059,4.5,6365,95
P0930,Realme GT 8 Pro,55000,54270,4.5,6600,94
